target_document_or_step,prerequisite_name,source_url,source_title,section_path,source_document_id,chunk_id,evidence_text,condition_text
식품접객업 영업신고증,신분증,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=706&ccfNo=3&cciNo=2&cnpClsNo=2,영업승계 신고,영업승계 신고 > 다른 사람으로부터 가게를 인수한 경우에는 영업자 지위승계 신고를 해야 합니다.,easylaw_706_body_ov_csmSeq_706_ccfNo_3_cciNo_2_cnpClsNo_2,evchunk_fd0b4ccbb0ee82,"인쇄체크 다른 사람으로부터 가게를 인수한 경우에는 영업자 지위승계 신고를 해야 합니다. 영업승계의 사유 영업자가 영업을 양도하거나 사망한 경우 또는 법인이 합병한 경우에는 그 양수인·상속인 또는 합병 후 존속하는 법인이나 합병에 따라 설립되는 법인은 그 영업자의 지위를 승계합니다( 「식품위생법」 제39조 제1항). 다음 중 어느 하나에 해당하는 절차에 따라 영업 시설의 전부를 인수한 자는 그 영업자의 지위를 승계합니다. 이 경우 종전의 영업자가 한 영업신고는 그 효력을 잃습니다( 「식품위생법」 제39조 제2항 및 제29조제2항). 「민사집행법」 에 따른 경매 「채무자 회생 및 파산에 관한 법률」 에 따른 환가(換價) 「국세징수법」 , …",영업신고증 발급 전 신고인 확인을 위한 신분증을 갖춰야 한다.
식품접객업 영업신고증,안전시설등 완비증명서,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=270011&type=JSON,음악산업진흥에 관한 법률 시행규칙 제9조 노래연습장업의 등록신청서 제출 등,음악산업진흥에 관한 법률 시행규칙 제9조 노래연습장업의 등록신청서 제출 등,law_음악산업진흥에_관한_법률_시행규칙,evchunk_f88391b0966dc1,"음악산업진흥에 관한 법률 시행규칙 제9조 노래연습장업의 등록신청서 제출 등 9 노래연습장업의 등록신청서 제출 등 제9조(노래연습장업의 등록신청서 제출 등) ① ①법 제18조제1항에 따라 노래연습장업의 등록을 하려는 자는 별지 제4호서식의 노래연습장업 등록신청서에 다음 각 호의 서류를 첨부하여 영업소 소재지를 관할하는 특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장에게 제출하여야 한다. <개정 2019.6.4, 2025.3.14> 1. 1. 영업소의 임대차계약서 사본(임차한 경우에 한한다) 2. 2. 영업시설ㆍ기구 및 설비 개요서 ② ②제1항에 따라 신청서를 제출받은 담당 공무원은 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통…",다중이용업소 대상이면 영업신고증 발급 전 안전시설등 완비증명서를 갖춰야 한다.
식품접객업 영업신고증,위생교육 수료증,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1966&ccfNo=1&cciNo=1&cnpClsNo=1&menuType=onhunqna,푸드트럭 창업·운영 / 100문 100답,푸드트럭 창업·운영 / 100문 100답 > qna,easylaw_1966_qna_o_1_cciNo_1_cnpClsNo_1_menuType_onhunqna,evchunk_e2a0560dc585fd,"및 건강진단 ⁃ 위생교육 기관: 제과협회(제과점영업), 휴게업중앙회(휴게음식점) ⁃ 영업 전 신규교육 6시간 이수 ⁃ 영업 후 매년 보수교육 3시간 이수 ※ 식품접객업 영업신고 시 위생교육 수료증 제출 ⁃ 건강진단 기관: 보건소, 병원, 의원 ⁃ 영업 전 또는 종사 전 건강진단 실시 ⁃ 영업 후 매년 주기적 건강진단 실시 ※ 식품접객업 영업신고 시 건강진단 결과서 제출 ▼ 11 식품접객업 영업신고 신청·수리 ⁃ 담당 기관: 시·군·구 위생담당 부서 ⁃ 구비서류를 갖춰 식품접객업 영업신고 신청 ⁃ 적합한 경우 신청 수리 및 영업신고증 발부 ▼ 12 사업자등록 신청·수리 ⁃ 담당 기관: 관할 세무서 ⁃ 구비서류를 갖춰 사업자등록 신청 ⁃ …","영업신고증 발급 전 위생교육 수료증을 갖춰야 한다. 법정 기한 즉시 3시간, 체감 기한 방문 발급 즉시."
식품접객업 영업신고증,임대차계약서 또는 시설사용계약서,https://www.law.go.kr/DRF/lawService.do?OC=REDACTED&target=law&MST=265107&type=JSON,체육시설의 설치ㆍ이용에 관한 법률 시행규칙 제19조 등록신청서 등,체육시설의 설치ㆍ이용에 관한 법률 시행규칙 제19조 등록신청서 등,law_체육시설의_설치ㆍ이용에_관한_법률_시행규칙,evchunk_47f4860253c5d5,"체육시설의 설치ㆍ이용에 관한 법률 시행규칙 제19조 등록신청서 등 19 등록신청서 등 제19조(등록신청서 등) ① ① 영 제20조제1항 및 제2항에 따른 체육시설업 등록신청서는 별지 제9호서식에 따르고, 등록부는 별지 제10호서식에 따르며, 등록증은 별지 제11호서식에 따른다. ② ② 영 제20조제1항에서 ""문화체육관광부령으로 정하는 서류""란 다음 각 호의 서류를 말한다. 다만, 제1호의 서류는 사업계획의 승인 또는 변경승인을 받을 당시와 비교하여 변동이 없는 경우에는 제출하지 아니할 수 있다. <개정 2008.3.6> 1. 1. 부동산의 임대차계약서 등 사용권을 증명할 수 있는 서류(타인 소유의 부동산인 경우에만 해당한다) 2. 2.…",영업신고증 발급 전 영업장 사용 권원을 증명할 서류를 갖춰야 한다.
안전시설등 완비증명서,건축물대장 용도 확인,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=633&ccfNo=3&cciNo=2&cnpClsNo=1,동업계약 / 식품관련 영업신고 또는 허가,동업계약 / 식품관련 영업신고 또는 허가 > 영업신고 개념 “영업신고”란 일정한 영업을 하려는 사람에게 영업 종류별 또는 영업소별로 식품의약품안전처장,easylaw_633_body_ov_csmSeq_633_ccfNo_3_cciNo_2_cnpClsNo_1,evchunk_ed72748e4bff62,"외부 장소에서 음식류 등을 제공하는 경우만 해당) 이동용 음식판매 용도인 소형·경형화물자동차 또는 이동용 음식판매 용도인 특수작업형 특수자동차를 사용하여 휴게음식점영업 또는 제과점영업을 하려는 경우는 「식품위생법 시행규칙」 별표 15의2 에 따른 서류 어린이놀이시설 설치검사합격증 또는 어린이놀이시설 정기시설검사합격증(휴계음식점영업, 일반음식점영업, 위탁급식영업 또는 제과점영업 영업을 하려는 경우로서 해당 영업장에 어린이놀이시설을 설치하는 경우만 해당) 공유주방 소재지, 면적 등이 기재된 공유주방 사용계약에 관한 서류(공유주방 운영업자의 공유주방을 사용하는 경우만 해당) 「마리나항만의 조성 및 관리 등에 관한 법률 시행규칙」 제22조 제…",소방 완비증명 대상 여부 판단 전에 영업장 용도와 층수와 면적을 확인한다.
안전시설등 완비증명서,소방시설 현장 실사 준비,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=839&ccfNo=3&cciNo=1&cnpClsNo=2,영업에 필요한 기반시설 설치,영업에 필요한 기반시설 설치 > 소방시설 등의 안전시설의 설치 안전시설 등의 설치 다중이용업주 및 다중이용업을 하려는 자는,easylaw_839_body_ov_csmSeq_839_ccfNo_3_cciNo_1_cnpClsNo_2,evchunk_f73bd1961a7b70,"류(전자문서를 포함)를 제출하여 신고해야 합니다. 이 경우 소방본부장 또는 소방서장은 아래의 전기안전점검 확인서를 확인해야 하며, 신고인이 확인에 동의하지 않는 경우에는 그 서류를 제출하도록 해야 합니다( 「다중이용업소의 안전관리에 관한 특별법」 제9조 제3항제3호 및 「다중이용업소의 안전관리에 관한 특별법 시행규칙」 제11조 제1항). 안전시설등 설치(완공)신고서( 「다중이용업소의 안전관리에 관한 특별법 시행규칙」 별지 제6호 서식 ) 「소방시설공사업법」 제4조 제1항에 따라 소방시설 설계업자가 작성한 안전시설 등의 설계도서(소방시설의 계통도, 실내장식물의 재료 및 설치면적, 내부구획의 재료, 비상구 및 창호도 등이 표시된 것을 말함…",소방 완비증명서 발급 전 현장 점검과 필요한 보완 공사 준비가 필요하다.
안전시설등 완비증명서,안전시설등 완비증명서 필요 여부 확인,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출해야하는 서류,gov24_food_business_report,evchunk_4be61814be5dcf,민원인이 제출해야하는 서류 교육이수증 1부(「식품위생법」 제41조제2항에 따라 미리 교육을 받은 경우만 해당합니다) 제조ㆍ가공하려는 식품 및 식품첨가물의 종류 및 제조방법설명서 1부(「식품위생법 시행령」 제21조제1호부터 제3호까지의 영업만 해당합니다) 시설사용계약서 1부(식품운반업을 하려는 경우로서 차고 또는 세차장을 임대할 경우만 해당합니다) 「먹는물관리법」에 따른 먹는물 수질검사기관이 발행한 수질검사(시험)성적서 1부(수돗물이 아닌 지하수 등을 먹는물 또는 식품등의 제조과정이나 식품의 조리ㆍ세척 등에 사용하는 경우만 해당합니다) 유선 또는 도선사업 면허증 또는 신고필증 1부(수상구조물로 된 유선장 또는 도선장에 「식품위생법 시행령…,지하층 66제곱미터 이상 또는 지상층 100제곱미터 이상 등 다중이용업소 요건에 해당하는지 먼저 확인한다.
안전시설등 완비증명서,임대차계약서 또는 시설사용계약서,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출해야하는 서류,gov24_food_business_report,evchunk_4be61814be5dcf,민원인이 제출해야하는 서류 교육이수증 1부(「식품위생법」 제41조제2항에 따라 미리 교육을 받은 경우만 해당합니다) 제조ㆍ가공하려는 식품 및 식품첨가물의 종류 및 제조방법설명서 1부(「식품위생법 시행령」 제21조제1호부터 제3호까지의 영업만 해당합니다) 시설사용계약서 1부(식품운반업을 하려는 경우로서 차고 또는 세차장을 임대할 경우만 해당합니다) 「먹는물관리법」에 따른 먹는물 수질검사기관이 발행한 수질검사(시험)성적서 1부(수돗물이 아닌 지하수 등을 먹는물 또는 식품등의 제조과정이나 식품의 조리ㆍ세척 등에 사용하는 경우만 해당합니다) 유선 또는 도선사업 면허증 또는 신고필증 1부(수상구조물로 된 유선장 또는 도선장에 「식품위생법 시행령…,"안전시설등 완비증명서 대상이면 점포 사용 권원을 먼저 확인한다. 법정 기한 3일에서 7일, 체감 기한 5일에서 7일."
액화석유가스 완성검사필증,LPG 사용 여부 확인,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1966&ccfNo=1&cciNo=3&cnpClsNo=2,푸드트럭 창업·운영 / 액화석유가스 완성검사,"푸드트럭 창업·운영 / 액화석유가스 완성검사 > 액화석유가스 (LPG, LP 가스 ) 사용시설의 설치와 검사 액화석유가스 사용시설 설치 및",easylaw_1966_body_v_csmSeq_1966_ccfNo_1_cciNo_3_cnpClsNo_2,evchunk_bd4f223f0b6fbf,"인쇄체크 액화석유가스 (LPG, LP 가스 ) 사용시설의 설치와 검사 액화석유가스 사용시설 설치 및 완성검사 절차 액화석유가스 사용시설이 필요한 푸드트럭 영업자는 다음의 절차에 따라 액화석유가스 완성검사를 받아야 합니다. LP가스시설 설치 의뢰 ▶ LP가스시설 시공 ▶ 완성검사 신청 ▶ 완성검사 ▶ 완성검사증 발부 푸드트럭 영업자 가스시설 시공업자 가스시설 시공업자 한국가스 안전공사 한국가스 안전공사 액화석유가스 완성검사 세부 절차 이동용 음식판매 화물자동차에서 액화석유가스를 사용하려는 자는 「액화석유가스의 안전관리 및 사업법」 제44조 제2항에 따른 액화석유가스 특정사용자에 해당하며, 액화석유가스 특정사용자의 가스시설을 시공한 가스시…",LPG를 쓰는 시설인지 먼저 확인하고 대상인 경우 완성검사필증을 준비한다.
액화석유가스 완성검사필증,임대차계약서 또는 시설사용계약서,https://www.gov.kr/mw/AA020InfoCappView.do?CappBizCD=14600000021&HighCtgCD=A09006&tp_seq=02,식품관련영업신고,식품관련영업신고 > 민원인이 제출해야하는 서류,gov24_food_business_report,evchunk_4be61814be5dcf,민원인이 제출해야하는 서류 교육이수증 1부(「식품위생법」 제41조제2항에 따라 미리 교육을 받은 경우만 해당합니다) 제조ㆍ가공하려는 식품 및 식품첨가물의 종류 및 제조방법설명서 1부(「식품위생법 시행령」 제21조제1호부터 제3호까지의 영업만 해당합니다) 시설사용계약서 1부(식품운반업을 하려는 경우로서 차고 또는 세차장을 임대할 경우만 해당합니다) 「먹는물관리법」에 따른 먹는물 수질검사기관이 발행한 수질검사(시험)성적서 1부(수돗물이 아닌 지하수 등을 먹는물 또는 식품등의 제조과정이나 식품의 조리ㆍ세척 등에 사용하는 경우만 해당합니다) 유선 또는 도선사업 면허증 또는 신고필증 1부(수상구조물로 된 유선장 또는 도선장에 「식품위생법 시행령…,"LPG 사용 시설 검사 전 영업장 사용 권원을 확인한다. 법정 기한 즉시, 체감 기한 3일에서 5일."
옥외광고물(간판) 허가 및 신고증,사업자등록증,https://www.easylaw.go.kr/CSP/CsmMain.laf?csmSeq=1966,푸드트럭 창업·운영 / 푸드트럭 창업·운영,"푸드트럭 창업·운영 / 푸드트럭 창업·운영 > 푸드트럭 영업 준비 푸드트럭 영업 준비 절차 ※ 단계별 준비기간, 소요 시간",easylaw_1966_body_asylaw_go_kr_CSP_CsmMain_laf_csmSeq_1966,evchunk_3831057c287364,영업 전 또는 종사 전 건강진단 실시 ⁃ 영업 후 매년 주기적 건강진단 실시 ※ 식품접객업 영업신고 시 건강진단 결과서 제출 ▼ 11 식품접객업 영업신고 신청 및 수리 ⁃ 담당 기관: 시·군·구 위생담당 부서 ⁃ 구비서류를 갖춰 식품접객업 영업신고 신청 ⁃ 적합한 경우 신청 수리 및 영업신고증 발부 ▼ 12 사업자등록 신청 및 수리 ⁃ 담당 기관: 관할 세무서 ⁃ 구비서류를 갖춰 사업자등록 신청 ⁃ 적합한 경우 신청 수리 및 사업자등록증 발부 ▼ 13 푸드트럭 영업 개시 ⁃ 영업 신고한 장소에서 영업 ▼ 14 영업신고사항 변경 및 폐업신고 ⁃ 담당 기관: 시·군·구 위생담당 부서 ⁃ 구비서류를 갖춰 영업신고사항의 변경 및 폐업 신고 ※…,"간판 허가 신고는 사업자등록증과 간판 디자인 도면이 준비된 뒤 진행한다. 법정 기한 7일 이내, 체감 기한 3일에서 5일."
위생교육 수료증,업종별 위생교육 기관 선택,https://www.easylaw.go.kr/CSP/CsmMain.laf?csmSeq=1966,푸드트럭 창업·운영 / 푸드트럭 창업·운영,"푸드트럭 창업·운영 / 푸드트럭 창업·운영 > 푸드트럭 영업 준비 푸드트럭 영업 준비 절차 ※ 단계별 준비기간, 소요 시간",easylaw_1966_body_asylaw_go_kr_CSP_CsmMain_laf_csmSeq_1966,evchunk_d54b6f801b461d,"인쇄체크 푸드트럭 영업 준비 푸드트럭 영업 준비 절차 ※ 단계별 준비기간, 소요 시간 등을 고려하여 푸드트럭 창업을 준비하시길 바랍니다. 절차 세부 내용 1 푸드트럭 영업자 모집공고 응모 ⁃ 담당 기관: 국가·지방자치단체 및 민간 ⁃ 허용 지역별로 해당 기관에서 모집공고 실시 ⁃ 영업자 모집공고에 따라 사업계획서 등 관련 서류 제출 ▼ 2 사업자 선정 (계약체결) ⁃ 담당 기관: 국가·지방자치단체 및 민간 ⁃ 사업계획서 등을 검토하여 사업자 선정 ⁃ 선정자는 허용 지역 관리주체와 푸드트럭 영업계약 체결 ※ 식품접객업 영업신고 시 해당 사업자 선정 계약서 제출 ▼ 3 자동차 구조변경 신청 및 승인 ⁃ 담당 기관: 국토교통부 한국교통안전공…",일반음식점 휴게음식점 등 업종에 맞는 위생교육 기관을 먼저 선택한다.
위생교육 수료증,창업자 인적사항 확인,https://www.easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1009&ccfNo=2&cciNo=1&cnpClsNo=1,영업신고 전 위생교육,영업신고 전 위생교육 > 영업신고 전 위생교육 사전 위생교육 미용업을 하려는 사람은 영업신고 전 미리 위생교육을,easylaw_1009_body_v_csmSeq_1009_ccfNo_2_cciNo_1_cnpClsNo_1,evchunk_4d58aa83787946,"인쇄체크 영업신고 전 위생교육 사전 위생교육 미용업을 하려는 사람은 영업신고 전 미리 위생교육을 받아야 합니다( 「공중위생관리법」 제17조 제2항 본문). 동일한 공중위생영업자가 둘 이상의 미용업을 같은 장소에서 하는 경우에는 그 중 하나의 미용업에 대한 위생교육을 받으면 나머지 미용업에 대한 위생교육도 받은 것으로 봅니다( 「공중위생관리법 시행규칙」 제23조 제3항). 다만, 위생교육 대상자 중 「부가가치세법」 제8조 제8항에 따른 휴업신고를 한 사람에 대해서는 휴업신고를 한 다음 해부터 영업을 재개하기 전까지 위생교육을 유예할 수 있습니다( 「공중위생관리법」 제17조 제5항 및 「공중위생관리법 시행규칙」 제23조 제5항). 또한, …","위생교육 수료증은 창업자 인적사항으로 교육을 신청한 뒤 발급된다. 법정 기한 즉시, 체감 기한 당일 강의."
